Point_ID,Revisited_point,Coarse,Clay,Sand,Silt,pH(CaCl2),pH(H2O),EC,OC,CaCO3,P,N,K,Elevation,LC1,LU1,Soil_Stones,NUTS_0,NUTS_1,NUTS_2,NUTS_3,LC1_Desc,LU1_Desc
34103754,No,,,,,3.9,3.91,44.2,25.5,0,42.9,2.8,24.6,158,H11,U420,1,UK,UKM,UKM8,UKM81,Inland marshes,Semi-natural and natural areas not in use
34443774,No,,,,,3.1,3.91,46.4,503.5,0,164.9,19.9,460.3,500,H12,U420,1,UK,UKM,UKM7,UKM77,Peatbogs,Semi-natural and natural areas not in use
35163814,No,,,,,4.9,5.48,15.85,51.4,0,26.9,4.3,173.2,404,H11,U420,1,UK,UKM,UKM7,UKM71,Inland marshes,Semi-natural and natural areas not in use
32323656,No,,,,,3,3.76,26.9,470.3,0,102.8,16.1,313,364,H12,U150,1,UK,UKN,UKN1,UKN10,Peatbogs,OTHER PRIMARY PRODUCTION
34463934,No,28,10,46,44,3.9,4.04,28.4,43.1,1,6.3,2.3,38.6,315,D20,U111,2,UK,UKM,UKM6,UKM61,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens)
33983238,No,18,14,36,50,4.2,4.41,41.8,32.4,0,7.5,3.3,48,137,E20,U362,1,UK,UKL,UKL2,UKL22,Grassland without tree/shrub cover,Sport
34043240,No,20,18,35,46,4.9,5.13,32,21.1,1,12.4,2.1,36,131,E20,U111,1,UK,UKL,UKL2,UKL22,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33723266,No,13,14,36,50,4,4.16,72.4,53.2,0,52.1,4.2,158.5,137,E20,U111,1,UK,UKL,UKL1,UKL17,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34203268,No,34,19,48,34,3.7,3.87,11.63,16,1,3.7,1,24.4,514,E20,U420,1,UK,UKL,UKL1,UKL16,Grassland without tree/shrub cover,Semi-natural and natural areas not in use
33663268,No,28,8,71,20,4,3.99,22.2,16,1,8.3,1.1,30,232,D10,U420,1,UK,UKL,UKL1,UKL18,Shrubland with sparse tree cover,Semi-natural and natural areas not in use
34123260,No,26,13,39,48,4.7,4.94,35,46.5,0,49.7,3.6,153.1,377,E20,U111,1,UK,UKL,UKL1,UKL16,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33723292,No,27,22,15,63,4.6,4.79,81.1,40.3,0,75.5,5.2,96.2,152,E20,U111,1,UK,UKL,UKL1,UKL14,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34163274,No,28,4,79,17,3,3.73,44,506,0,84.1,20.5,197.2,570,D20,U420,1,UK,UKL,UKL2,UKL24,Shrubland without tree cover,Semi-natural and natural areas not in use
33523262,No,23,25,17,58,4.1,4.33,52.9,48.2,0,14.6,4.6,103.6,168,D20,U111,1,UK,UKL,UKL1,UKL18,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens)
34743694,No,33,13,34,53,4.7,4.97,84.7,76.9,1,66.1,7.2,386.3,294,E20,U111,1,UK,UKM,UKM9,UKM95,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34203250,No,34,17,30,54,3.3,3.56,27.9,52.3,1,22.4,4.3,57.3,441,E20,U111,1,UK,UKL,UKL1,UKL16,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33683636,No,45,11,44,45,5.3,5.86,14,34.1,0,46.1,3.6,161.3,201,B13,U111,1,UK,UKM,UKM9,UKM92,Barley,Agriculture (excluding fallow land and kitchen gardens)
33983926,No,15,3,79,19,3.4,3.86,143.8,493.7,0,247.5,23.5,358.7,68,C10,U361,1,UK,UKM,UKM6,UKM61,Broadleaved woodland,"Amenities, museum, leisure (e.g. parks, botanical gardens)"
34983634,No,8,10,47,44,4.1,4.33,53.6,48.2,0,19,4.9,103.7,233,E20,U420,1,UK,UKM,UKM9,UKM92,Grassland without tree/shrub cover,Semi-natural and natural areas not in use
33203610,No,45,11,42,46,4.8,4.99,96.8,72.3,1,67.8,6.5,141.9,89,E10,U112,4,UK,UKN,UKN0,UKN09,Grassland with sparse tree/shrub cover,Fallow land
33923826,No,36,6,63,30,3.5,3.78,48,107.2,1,26.1,6.4,67.3,141,C21,U120,4,UK,UKM,UKM6,UKM63,Spruce dominated coniferous woodland,FORESTRY
33623332,No,44,23,20,57,6.3,6.53,41.7,38.8,1,82.7,4.1,388.2,259,E30,U112,2,UK,UKL,UKL1,UKL14,Spontaneously re-vegetated surfaces,Fallow land
34383316,No,23,28,7,65,5.2,5.43,42.1,29.8,1,18,3.5,59.9,300,E20,U111,1,UK,UKG,UKG1,UKG11,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33923340,No,23,1,90,9,3.1,3.7,74,494.7,0,120.9,20.3,297,598,E20,U420,1,UK,UKL,UKL1,UKL14,Grassland without tree/shrub cover,Semi-natural and natural areas not in use
34083328,No,18,35,8,57,4.3,4.52,48.4,45.2,1,9,5.1,54,441,E20,U111,1,UK,UKL,UKL2,UKL24,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34543252,No,16,15,36,49,6.5,6.78,39.8,30.4,3,71.8,3.4,176.6,146,E20,U111,1,UK,UKK,UKK1,UKK13,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34883940,No,21,8,56,37,3.5,4.14,15.12,62.1,0,14.8,2.7,57.2,170,C23,U120,1,UK,UKM,UKM6,UKM61,Other coniferous woodland,FORESTRY
34683874,No,15,5,53,41,3.7,4.55,34.3,180.5,0,54.1,10.8,392.9,642,D20,U150,1,UK,UKM,UKM6,UKM62,Shrubland without tree cover,OTHER PRIMARY PRODUCTION
34823880,No,10,6,55,39,4.5,4.84,24.9,50.6,1,11.1,4.2,117.3,550,D20,U111,1,UK,UKM,UKM6,UKM62,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens)
35623878,No,30,26,21,53,5.9,6.16,26.9,32.3,1,51.3,3,161.6,288,B32,U111,4,UK,UKM,UKM5,UKM50,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
36143890,No,12,23,26,51,5.4,5.65,25.3,30.8,0,30.7,3.1,121.1,65,B41,U111,1,UK,UKM,UKM5,UKM50,Dry pulses,Agriculture (excluding fallow land and kitchen gardens)
35523886,No,4,9,37,55,4.1,4.32,56,31.4,0,17.7,3.3,54.7,209,C10,U420,1,UK,UKM,UKM5,UKM50,Broadleaved woodland,Semi-natural and natural areas not in use
35343868,No,58,6,49,45,3.5,4.18,13.16,265.4,1,15.7,8.1,158.1,572,D20,U420,1,UK,UKM,UKM5,UKM50,Shrubland without tree cover,Semi-natural and natural areas not in use
34903806,No,5,8,45,48,5,5.13,70.6,35.1,4,58.4,3.8,70.3,215,E20,U111,1,UK,UKM,UKM7,UKM77,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34883746,No,8,16,38,46,5.3,5.55,52.4,39.2,1,35.7,4,98.3,265,E20,U111,1,UK,UKM,UKM7,UKM72,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34863910,No,13,12,43,45,5.7,5.92,31.8,18,1,36.3,2,205.2,60,B15,U111,1,UK,UKM,UKM6,UKM62,Oats,Agriculture (excluding fallow land and kitchen gardens)
35623450,No,30,19,45,37,5.1,5.25,42.6,20.2,1,20.2,2,84.1,192,E20,U111,2,UK,UKE,UKE4,UKE45,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34783974,No,51,4,61,34,3.7,4.45,67,194.6,0,53.8,10.5,224.6,202,E20,U111,1,UK,UKM,UKM6,UKM61,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
35483996,No,23,2,88,10,3.4,4.31,101.5,502.2,0,142.9,20.4,407.4,157,E20,U210,1,UK,UKM,UKM6,UKM61,Grassland without tree/shrub cover,ENERGY PRODUCTION
35163756,No,5,11,40,49,3.8,3.92,81.5,82.9,0,38.7,7.3,354.6,272,E20,U111,1,UK,UKM,UKM7,UKM72,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34503808,No,14,7,41,52,4.2,4.32,81,58.8,0,15.2,5.5,142.7,379,E20,U111,1,UK,UKM,UKM7,UKM77,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
35163810,No,31,4,75,21,3.4,4.09,69.3,328.1,1,108.9,14.3,439.2,377,E10,U361,1,UK,UKM,UKM7,UKM71,Grassland with sparse tree/shrub cover,"Amenities, museum, leisure (e.g. parks, botanical gardens)"
35083828,No,23,5,56,39,4.3,4.47,100.3,85.5,0,20.1,5.8,106.9,570,D20,U420,1,UK,UKM,UKM7,UKM77,Shrubland without tree cover,Semi-natural and natural areas not in use
34283790,No,14,4,65,31,3.7,4.32,31.8,112.9,0,26.7,7.6,158.5,348,E20,U111,2,UK,UKM,UKM7,UKM77,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34743820,No,16,5,66,28,3.7,4.49,28.4,314.8,0,22.8,14.5,326.9,399,D20,U420,1,UK,UKM,UKM7,UKM77,Shrubland without tree cover,Semi-natural and natural areas not in use
34983814,No,8,5,69,26,4.4,4.59,159.3,273.8,1,19.3,17.5,542.7,323,C10,U120,1,UK,UKM,UKM7,UKM77,Broadleaved woodland,FORESTRY
32743594,No,25,27,21,52,4.9,5.1,66.3,32.9,1,42.7,3.6,214.8,166,B11,U111,3,UK,UKN,UKN0,UKN07,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
34023646,No,33,11,30,59,3.8,3.92,57,124.4,1,29.6,7.7,133,188,C33,U120,1,UK,UKM,UKM9,UKM92,Other mixed woodland,FORESTRY
35243890,No,18,11,48,41,3.4,4.04,13.51,48.4,1,17,2.8,61.9,310,C22,U120,4,UK,UKM,UKM6,UKM62,Pine dominated coniferous woodland,FORESTRY
34543914,No,7,6,57,38,4.1,4.48,40.7,44.1,0,25.2,4,90.3,183,E20,U111,1,UK,UKM,UKM6,UKM61,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34203340,No,33,27,11,62,4.2,4.43,68.2,56.2,1,51.3,5.8,197.4,497,E20,U111,1,UK,UKL,UKL2,UKL24,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34963910,No,9,8,58,34,4.5,4.87,22.2,20.5,1,51,2.1,191.4,58,E20,U111,1,UK,UKM,UKM6,UKM62,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
35263882,No,29,12,37,51,4,4.11,47.2,35.3,0,44.1,3,158.3,388,E20,U111,2,UK,UKM,UKM6,UKM62,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
35003898,No,12,5,58,36,4.4,4.82,35.7,40.4,0,60.3,3.5,229.2,201,C32,U420,1,UK,UKM,UKM6,UKM62,Pine dominated mixed woodland,Semi-natural and natural areas not in use
35563894,No,9,14,33,53,5.4,5.73,48.6,37.8,1,31.2,3.5,103.1,173,B55,U111,1,UK,UKM,UKM5,UKM50,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
35223916,No,3,4,74,22,4.6,5,17.14,15.2,0,59.7,1.5,68.2,58,B13,U111,1,UK,UKM,UKM6,UKM62,Barley,Agriculture (excluding fallow land and kitchen gardens)
35923884,No,10,10,33,58,5.7,5.83,122,78,1,73,7.5,350.4,162,E20,U111,1,UK,UKM,UKM5,UKM50,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34543878,No,14,8,48,44,3.9,3.96,53.2,60.3,0,18.9,5,100,302,E10,U111,1,UK,UKM,UKM6,UKM62,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34803882,No,11,8,49,44,4.7,5.06,38.7,115.1,1,112,7,132.4,376,E20,U111,1,UK,UKM,UKM6,UKM62,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
35223844,No,12,11,38,51,4.1,4.29,51.9,55.1,1,17.7,4.2,170.6,433,C22,U420,1,UK,UKM,UKM5,UKM50,Pine dominated coniferous woodland,Semi-natural and natural areas not in use
35403718,No,21,18,33,49,4,4.19,38.5,26.3,0,33.6,3,124.5,226,B13,U111,2,UK,UKM,UKM7,UKM73,Barley,Agriculture (excluding fallow land and kitchen gardens)
34583846,No,37,3,84,13,3.1,3.7,35.4,513.6,0,42.6,15.5,188,593,D20,U111,1,UK,UKM,UKM6,UKM62,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens)
35703842,No,17,8,50,42,6.7,6.94,56.1,65,27,31.1,4.3,133.1,136,D10,U420,2,UK,UKM,UKM5,UKM50,Shrubland with sparse tree cover,Semi-natural and natural areas not in use
34303750,No,43,26,16,58,4.2,4.27,172.9,62.7,1,108.2,7,328.8,85,E20,U111,1,UK,UKM,UKM7,UKM77,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34263752,No,2,3,92,5,4.9,5.28,13.06,3.4,0,10.9,0.4,31.5,71,G21,U111,1,UK,UKM,UKM7,UKM77,Inland fresh running water,Agriculture (excluding fallow land and kitchen gardens)
34483758,No,23,29,8,62,4.9,5.08,42.6,35.8,1,57.8,3.4,259.6,66,B54,U111,1,UK,UKM,UKM7,UKM77,Mix of cereals,Agriculture (excluding fallow land and kitchen gardens)
34763770,No,33,17,49,34,5.4,5.68,38.5,19,1,56,1.9,172,138,B32,U111,1,UK,UKM,UKM7,UKM77,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
34663764,No,20,15,39,46,3.6,3.78,39,42.6,1,42,3.5,124.4,230,E20,U111,1,UK,UKM,UKM7,UKM77,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34583698,No,12,6,69,25,3.3,3.91,35.4,148.7,0,31.8,7.5,87,278,C21,U120,1,UK,UKM,UKM9,UKM95,Spruce dominated coniferous woodland,FORESTRY
35843846,No,20,10,46,43,4.1,4.22,65.1,55.4,1,19.2,4.8,208.3,193,E20,U111,1,UK,UKM,UKM5,UKM50,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34083778,No,40,5,67,28,3.7,3.84,111.4,141.5,0,33.4,11.8,223.5,306,E20,U111,1,UK,UKM,UKM6,UKM63,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
35103844,No,19,9,44,47,4.2,4.82,8.08,54.5,1,6.5,2.9,84.6,436,D10,U420,1,UK,UKM,UKM5,UKM50,Shrubland with sparse tree cover,Semi-natural and natural areas not in use
35743822,No,17,19,33,48,5.4,5.73,18.27,24.9,1,27.4,2.6,219.7,153,B44,U111,1,UK,UKM,UKM5,UKM50,Floriculture and ornamental plants,Agriculture (excluding fallow land and kitchen gardens)
34843470,No,20,22,29,49,5,5.22,42.3,24.6,1,18.7,2.8,77.7,65,B13,U111,2,UK,UKD,UKD4,UKD47,Barley,Agriculture (excluding fallow land and kitchen gardens)
36683238,No,29,43,14,43,7.1,7.58,18.84,15.2,55,18.7,2,243.9,128,B11,U111,1,UK,UKH,UKH3,UKH35,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
35303378,No,14,25,16,59,5.8,5.95,53.6,34.4,2,32.8,3.4,236.1,172,E20,U111,1,UK,UKF,UKF1,UKF13,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
35623248,No,6,18,28,54,6.8,6.92,62.3,41.6,24,35.1,4.9,215.8,215,E20,U111,1,UK,UKJ,UKJ1,UKJ13,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33803170,No,16,21,14,64,6.2,6.3,82.1,37.5,5,124.6,4.6,253.1,189,E20,U111,1,UK,UKK,UKK4,UKK43,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
35163256,No,20,25,13,62,5.4,5.52,89.1,49.2,1,35.8,5.7,131.6,165,E20,U111,1,UK,UKK,UKK1,UKK13,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33483142,No,9,12,35,53,4.3,4.45,93.7,65.2,1,92.7,7.1,227.9,352,E20,U111,1,UK,UKK,UKK4,UKK43,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
35263792,No,18,11,42,46,3.6,3.91,44.7,69.2,1,74.1,6.3,190.2,216,D20,U420,2,UK,UKM,UKM7,UKM71,Shrubland without tree cover,Semi-natural and natural areas not in use
36483340,No,7,21,25,54,7.1,7.45,15.46,24.8,32,96.9,2.4,254.5,49,E20,U111,1,UK,UKF,UKF3,UKF30,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34263166,No,10,12,28,60,5.1,5.23,93,37,0,69.6,4.4,155.1,103,E20,U111,1,UK,UKK,UKK2,UKK23,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
35643196,No,14,9,47,43,5.1,5.4,39.5,27.4,0,49.8,3.2,117.2,91,E20,U111,1,UK,UKJ,UKJ1,UKJ11,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
35943280,No,17,29,33,38,6.1,6.24,28.8,18.2,0,34.7,2.3,242,116,B32,U111,1,UK,UKJ,UKJ1,UKJ12,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
35823622,No,4,8,66,26,4.5,4.79,32.7,26.9,0,18,2.3,93.6,108,E20,U111,1,UK,UKC,UKC2,UKC21,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
35803608,No,14,22,30,48,4.8,5.13,46.8,40.7,0,17.9,3.4,78.9,125,E10,U111,1,UK,UKC,UKC2,UKC22,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
35623612,No,14,17,31,52,6.7,6.85,88.5,41.2,3,82.4,4.4,726.6,192,B13,U111,1,UK,UKC,UKC2,UKC21,Barley,Agriculture (excluding fallow land and kitchen gardens)
35783656,No,28,29,17,54,5.1,5.26,83.8,41,1,30.3,4.5,449.3,120,E20,U111,1,UK,UKC,UKC2,UKC21,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
35303284,No,11,43,14,42,7.1,7.42,24.9,27.3,166,66.2,3.3,665.5,125,B11,U111,1,UK,UKG,UKG1,UKG13,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
33903796,No,9,9,41,51,4.1,4.17,81.3,36.1,0,25.8,4.3,121.7,218,E20,U111,1,UK,UKM,UKM6,UKM63,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
36303178,No,12,28,22,51,6.6,6.71,23.6,26.3,1,39.1,2.8,163.2,292,B32,U111,3,UK,UKJ,UKJ4,UKJ46,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
33323140,No,12,13,28,59,4,4.27,87.3,103.8,1,37.6,9,216.5,387,E20,U111,1,UK,UKK,UKK4,UKK43,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
36063490,No,6,23,40,37,6.4,6.56,24.4,19.7,1,15.3,2.1,77.4,79,B41,U111,2,UK,UKE,UKE2,UKE22,Dry pulses,Agriculture (excluding fallow land and kitchen gardens)
35843900,No,15,25,26,49,5.4,5.61,34.2,23.8,1,51.5,2.5,245.1,149,B13,U111,2,UK,UKM,UKM5,UKM50,Barley,Agriculture (excluding fallow land and kitchen gardens)
35303698,No,34,9,48,43,3.9,4.18,78.1,138.9,0,97.9,10.7,467.6,399,E20,U111,1,UK,UKM,UKM9,UKM91,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
35103682,No,29,18,25,57,4.8,5.25,12.85,69.5,0,18.1,5.7,151.7,391,E20,U111,1,UK,UKM,UKM9,UKM91,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
35443698,No,22,12,38,50,4,4.14,98.3,88.7,0,60.9,6.2,229.5,362,E20,U111,1,UK,UKM,UKM9,UKM91,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34843674,No,29,6,73,22,3.4,3.92,24.8,197.7,1,52.2,13.1,156,544,E20,U420,1,UK,UKM,UKM9,UKM91,Grassland without tree/shrub cover,Semi-natural and natural areas not in use
35123644,No,15,14,37,49,4.4,5.07,9.52,45.1,1,14,4.3,130,251,E20,U111,1,UK,UKM,UKM9,UKM91,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34223734,No,10,11,46,43,4.4,4.52,111.7,47.6,0,88.6,4.9,253.1,88,E20,U111,1,UK,UKM,UKM8,UKM83,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34303740,No,36,15,29,56,3.7,3.8,116.2,109.4,1,45.4,11,409.9,235,E20,U111,1,UK,UKM,UKM8,UKM81,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
35123294,No,25,30,13,57,6.5,6.73,20.3,52.7,4,61.4,5.3,366.6,77,E10,U361,1,UK,UKG,UKG1,UKG13,Grassland with sparse tree/shrub cover,"Amenities, museum, leisure (e.g. parks, botanical gardens)"
34663776,No,3,13,42,46,3.5,4,27.7,119.1,1,20.1,6.1,153.6,284,C21,U120,1,UK,UKM,UKM7,UKM77,Spruce dominated coniferous woodland,FORESTRY
36203366,No,4,39,23,38,7.1,7.47,28.3,22.9,134,25.7,3.2,519,100,B32,U111,1,UK,UKF,UKF3,UKF30,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
37063284,No,3,23,48,28,7,7.38,30.4,15.3,22,22.7,1.9,189.2,97,B11,U111,2,UK,UKH,UKH1,UKH14,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
31623628,No,18,3,81,16,4,4.35,103.2,465.9,3,161.5,22.8,391.6,172,E20,U111,1,UK,UKN,UKN1,UKN16,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
31823598,No,4,22,21,57,6.5,6.64,40.8,36,4,10.2,3.8,63.2,120,E20,U111,1,UK,UKN,UKN1,UKN16,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
31983592,No,5,26,17,57,4.6,4.83,32.4,35.8,1,18.9,4.1,73.6,114,E20,U111,1,UK,UKN,UKN1,UKN16,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33443404,No,5,14,34,52,5.2,5.44,56.6,30.7,1,77,3.7,300.2,97,E20,U111,1,UK,UKL,UKL1,UKL12,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34903644,No,3,14,45,41,4.7,5.07,18.62,16.8,1,31.6,1.8,51.5,189,C31,U420,1,UK,UKM,UKM9,UKM92,Spruce dominated mixed woodland,Semi-natural and natural areas not in use
34863646,No,74,11,52,37,3.9,4.3,19.63,71.4,1,82.5,4.6,78.7,304,C21,U120,1,UK,UKM,UKM9,UKM92,Spruce dominated coniferous woodland,FORESTRY
34543626,No,4,10,39,50,3.7,4.1,18.88,78,1,27.1,5.5,75.4,135,C33,U120,4,UK,UKM,UKM9,UKM92,Other mixed woodland,FORESTRY
33403116,No,21,22,26,52,4.5,4.72,77,35.2,0,26.8,4.2,252,120,D10,U111,3,UK,UKK,UKK4,UKK43,Shrubland with sparse tree cover,Agriculture (excluding fallow land and kitchen gardens)
34663624,No,3,6,58,36,3.1,3.95,34.5,120.9,1,41.6,5.9,228,72,C31,U120,1,UK,UKM,UKM9,UKM92,Spruce dominated mixed woodland,FORESTRY
34943428,No,4,16,41,44,4.5,4.75,57.4,29,1,24,2.6,106.8,110,E20,U111,1,UK,UKD,UKD6,UKD62,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34703778,No,50,13,35,52,4.6,4.87,40,48.3,0,38.7,4.5,143.8,126,E20,U111,2,UK,UKM,UKM7,UKM77,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34943770,No,11,19,35,46,5.1,5.27,35.8,21.3,0,21.1,2.4,96,101,B13,U111,1,UK,UKM,UKM7,UKM77,Barley,Agriculture (excluding fallow land and kitchen gardens)
34403798,No,10,5,38,57,4.4,4.64,64.1,48.9,0,13.1,4.4,147.8,383,E10,U111,1,UK,UKM,UKM7,UKM77,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34443796,No,8,8,33,58,3.8,4.09,46.8,60.8,0,27,5.8,150.3,182,E20,U111,1,UK,UKM,UKM7,UKM77,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34803774,No,4,21,31,47,5.2,5.4,32.1,25.7,1,70.2,2.7,294.6,127,B13,U111,2,UK,UKM,UKM7,UKM77,Barley,Agriculture (excluding fallow land and kitchen gardens)
34883760,No,12,11,38,50,4.5,4.69,81.7,130.1,1,22.8,11.4,190.6,361,E20,U111,1,UK,UKM,UKM7,UKM77,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34403792,No,10,9,49,42,4.4,4.82,7.76,20.4,1,12.1,1.5,35.6,241,C21,U120,1,UK,UKM,UKM7,UKM77,Spruce dominated coniferous woodland,FORESTRY
34803896,No,24,5,60,35,3.3,4.13,57.6,441.5,0,89.6,14.7,185.1,318,C22,U120,1,UK,UKM,UKM6,UKM62,Pine dominated coniferous woodland,FORESTRY
34163616,No,5,14,28,57,5.5,5.74,18.77,71,2,43.1,7.3,130.1,97,E10,U111,4,UK,UKM,UKM9,UKM92,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33943818,No,83,4,71,26,4.5,4.85,11.84,15,1,8.1,1.3,15.7,63,C23,U120,2,UK,UKM,UKM6,UKM63,Other coniferous woodland,FORESTRY
33143144,No,18,15,23,62,4.6,4.73,128.1,82.4,1,66.9,7.5,180.3,316,E20,U111,1,UK,UKK,UKK3,UKK30,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
32543130,No,22,24,24,52,4.4,4.55,96.5,42.4,0,57.8,4.5,259.4,128,E20,U111,1,UK,UKK,UKK3,UKK30,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
32323116,No,43,11,41,48,3.7,3.84,72.4,94.7,0,79.5,7.4,270.4,185,D20,U111,1,UK,UKK,UKK3,UKK30,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens)
32783150,No,38,18,31,51,6.3,6.47,113.1,53.8,2,51.7,5.9,199.6,55,E20,U111,1,UK,UKK,UKK3,UKK30,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33183158,No,3,22,20,59,4.2,4.33,114.7,55.9,0,66.7,6.7,99.4,177,E20,U111,1,UK,UKK,UKK4,UKK43,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33303172,No,3,24,20,56,4.8,5.24,18.41,51.9,1,13.1,5,149.8,173,C10,U111,1,UK,UKK,UKK4,UKK43,Broadleaved woodland,Agriculture (excluding fallow land and kitchen gardens)
33223152,No,4,17,21,61,5.6,5.77,121.2,67.4,0,132.9,7.4,729.4,249,E20,U111,1,UK,UKK,UKK4,UKK43,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33843772,No,5,14,31,54,3.5,3.74,61.1,70.8,0,29.4,6,112.7,168,C10,U420,2,UK,UKM,UKM6,UKM63,Broadleaved woodland,Semi-natural and natural areas not in use
33783424,No,4,15,29,56,4.1,4.21,172.5,99.9,0,59.7,9.4,417.5,202,E20,U111,1,UK,UKL,UKL1,UKL12,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
34343688,No,1,7,59,34,4.8,5.11,36.2,80.4,0,23.9,3.8,42.3,256,E20,U111,2,UK,UKM,UKM9,UKM93,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
