Point_ID,Revisited_point,Coarse,Clay,Sand,Silt,pH(CaCl2),pH(H2O),EC,OC,CaCO3,P,N,K,Elevation,LC1,LU1,Soil_Stones,NUTS_0,NUTS_1,NUTS_2,NUTS_3,LC1_Desc,LU1_Desc
50022636,Yes,,,,,7.7,7.84,30.4,28.1,105,7.6,2.4,144.5,103,B16,U111,1,HU,HU2,HU23,HU233,Maize,Agriculture (excluding fallow land and kitchen gardens)
50022658,Yes,,,,,7.9,8.22,15.24,17.5,313,8.4,2.2,159.1,104,B31,U111,1,HU,HU2,HU23,HU233,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
50102604,Yes,,,,,7.8,8.03,17.48,16.6,236,6,1.9,118.6,90,B31,U111,1,HU,HU3,HU33,HU331,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
50102618,Yes,,,,,7.9,8.16,16.07,10.2,376,10.9,1.7,167.7,101,B31,U111,1,HU,HU3,HU33,HU331,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
50222584,Yes,,,,,7.9,8.15,16.03,18.3,183,5.6,1.8,147.3,103,B16,U111,1,HU,HU3,HU33,HU331,Maize,Agriculture (excluding fallow land and kitchen gardens)
50242604,Yes,,,,,7.8,8.01,15.62,23.6,42,20.1,2.4,198.7,144,F40,U111,1,HU,HU3,HU33,HU331,OTHER BARE SOIL,Agriculture (excluding fallow land and kitchen gardens)
50002608,Yes,,,,,7.7,8.17,16.9,31.5,60,17.2,2.9,154.8,96,B16,U111,1,HU,HU2,HU23,HU233,Maize,Agriculture (excluding fallow land and kitchen gardens)
51002766,Yes,,,,,6.8,7.55,31.4,17.8,1,11.1,1.8,151.5,97,E20,U111,1,HU,HU3,HU31,HU312,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
51962812,Yes,,,,,6.1,6.39,27,9.2,0,6.5,1.2,123.9,127,B16,U111,1,HU,HU3,HU32,HU323,Maize,Agriculture (excluding fallow land and kitchen gardens)
50602780,Yes,,,,,5.7,5.99,11.4,19.1,0,42.1,1.9,216.6,128,B31,U111,1,HU,HU3,HU31,HU312,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
50662800,Yes,,,,,4.8,4.36,22.2,51.4,1,29.9,4.7,243.5,340,C10,U120,2,HU,HU3,HU31,HU312,Broadleaved woodland,FORESTRY
50702782,Yes,,,,,6.9,6.92,41.4,24,1,73.9,2.3,433.5,104,F40,U111,1,HU,HU3,HU31,HU312,OTHER BARE SOIL,Agriculture (excluding fallow land and kitchen gardens)
50722774,Yes,,,,,6.1,6.33,24,17.1,1,33.1,2,307.8,105,F40,U111,1,HU,HU3,HU31,HU312,OTHER BARE SOIL,Agriculture (excluding fallow land and kitchen gardens)
50742820,Yes,,,,,6.4,6.58,19.72,15,0,8.6,1.9,248.3,188,E20,U111,1,HU,HU3,HU31,HU312,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
50462784,Yes,,,,,5,5.31,18.13,6.1,0,54.5,0.8,195.2,132,E20,U410,1,HU,HU3,HU31,HU312,Grassland without tree/shrub cover,Abandoned areas
50962762,Yes,,,,,5.5,6.44,8.52,20,1,59.9,2,317.4,92,B11,U111,1,HU,HU3,HU31,HU312,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
50342794,Yes,,,,,4.8,5.21,13.31,12.8,0,8,1.4,96.6,212,E20,U111,1,HU,HU3,HU31,HU313,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
51082770,Yes,,,,,6.7,7.23,17.7,28.4,1,32.8,2.6,460.6,90,B31,U111,1,HU,HU3,HU31,HU312,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
52102818,Yes,,,,,5.1,5.61,10.82,9.8,0,14.5,1.1,120.7,146,B16,U111,1,HU,HU3,HU32,HU323,Maize,Agriculture (excluding fallow land and kitchen gardens)
52262824,Yes,,,,,4.6,5.49,5.39,7.2,0,60.7,0.8,154.8,154,B16,U111,1,HU,HU3,HU32,HU323,Maize,Agriculture (excluding fallow land and kitchen gardens)
52302814,Yes,,,,,4,4.53,3.75,4.2,0,34.9,0.6,58.7,157,C10,U120,1,HU,HU3,HU32,HU323,Broadleaved woodland,FORESTRY
51862838,Yes,,,,,4.1,4.35,11.29,16.9,0,26.8,1.9,108.2,114,C10,U120,1,HU,HU3,HU32,HU323,Broadleaved woodland,FORESTRY
50762776,Yes,,,,,5.9,6.39,20.1,17.1,1,13.3,2.2,315.3,104,B31,U111,1,HU,HU3,HU31,HU312,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
50502828,Yes,,,,,4.9,5.48,11.15,22.2,0,21.4,2.2,120.1,340,C10,U120,1,HU,HU3,HU31,HU313,Broadleaved woodland,FORESTRY
51962830,Yes,,,,,5.4,5.74,14.03,7.9,0,9.3,1.1,113.3,124,B31,U111,1,HU,HU3,HU32,HU323,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
50422798,Yes,,,,,6.5,6.72,14.74,16.8,2,53.3,1.8,241.3,167,C10,U120,1,HU,HU3,HU31,HU313,Broadleaved woodland,FORESTRY
50362788,Yes,,,,,6.9,7.01,37.2,15.8,1,32.1,1.8,329.7,156,B32,U111,1,HU,HU3,HU31,HU313,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
51362852,Yes,,,,,6.4,6.56,21.6,16.2,1,17.8,2.1,172.8,129,B16,U111,1,HU,HU3,HU31,HU311,Maize,Agriculture (excluding fallow land and kitchen gardens)
52542834,Yes,,,,,5.8,6.15,10.92,22.9,0,19.7,2.5,186.6,120,B75,U111,1,HU,HU3,HU32,HU323,Other fruit trees and berries,Agriculture (excluding fallow land and kitchen gardens)
52402856,Yes,,,,,5.3,5.6,27.5,41,0,11.9,5,255.8,116,E30,U420,1,HU,HU3,HU32,HU323,Spontaneously re-vegetated surfaces,Semi-natural and natural areas not in use
52442852,Yes,,,,,5.9,6.01,11.07,14.5,0,23,1.8,307.6,116,E20,U111,1,HU,HU3,HU32,HU323,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
52442860,Yes,,,,,5.1,5.85,14.55,38.2,0,15.7,3.8,177.8,110,E20,U111,1,HU,HU3,HU32,HU323,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
52482850,Yes,,,,,4.8,5.06,11.76,16.4,0,21.8,2.2,102.9,123,B18,U111,1,HU,HU3,HU32,HU323,Triticale,Agriculture (excluding fallow land and kitchen gardens)
50342764,Yes,,,,,7.7,8.08,14.06,12.2,193,17,1.1,87.3,192,B11,U111,1,HU,HU1,HU12,HU120,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
52382854,Yes,,,,,5.3,5.61,14.38,13.8,1,19.7,1.9,94.5,106,B16,U111,1,HU,HU3,HU32,HU323,Maize,Agriculture (excluding fallow land and kitchen gardens)
51302872,Yes,,,,,5.5,5.69,12.31,22.1,1,8.8,2.4,210.4,282,E30,U112,1,HU,HU3,HU31,HU311,Spontaneously re-vegetated surfaces,Fallow land
52342860,Yes,,,,,7,7.07,28.9,28.8,7,28.3,3.3,286.9,115,C10,U120,1,HU,HU3,HU32,HU323,Broadleaved woodland,FORESTRY
51542842,Yes,,,,,5.2,5.4,24,53.1,0,58.1,5.7,379.9,102,E20,U111,1,HU,HU3,HU31,HU311,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
51882830,Yes,,,,,7.6,7.95,23,13.5,52,7.3,1.8,109.7,114,B16,U111,1,HU,HU3,HU32,HU323,Maize,Agriculture (excluding fallow land and kitchen gardens)
51602826,Yes,,,,,6.9,7.19,24.7,33.8,1,20.3,3.2,232,102,B16,U111,1,HU,HU3,HU32,HU323,Maize,Agriculture (excluding fallow land and kitchen gardens)
51922818,Yes,,,,,5.6,5.97,8.54,8.5,1,20.7,1,178.3,-1,B16,U111,1,HU,HU3,HU32,HU323,Maize,Agriculture (excluding fallow land and kitchen gardens)
51682826,Yes,,,,,5.3,5.67,10.91,18.6,1,34,2.1,392.3,105,B16,U111,1,HU,HU3,HU32,HU323,Maize,Agriculture (excluding fallow land and kitchen gardens)
51762864,Yes,,,,,5.2,5.39,26.4,21,1,37.9,2.6,253.2,105,B18,U111,1,HU,HU3,HU31,HU311,Triticale,Agriculture (excluding fallow land and kitchen gardens)
50362756,Yes,,,,,6.4,6.57,10.54,8.9,3,15.9,1,100.4,180,B16,U111,1,HU,HU1,HU12,HU120,Maize,Agriculture (excluding fallow land and kitchen gardens)
52142848,Yes,,,,,6.6,6.72,24.8,12.2,0,14.5,1.4,193.8,118,C10,U120,1,HU,HU3,HU32,HU323,Broadleaved woodland,FORESTRY
52622852,Yes,,,,,6.3,6.43,9.19,11.6,0,29,1.5,188.5,111,A22,U312,1,HU,HU3,HU32,HU323,Non built-up linear features,Road transport
51982864,Yes,,,,,6.1,6.4,8.45,17.2,0,32.5,2.1,195.4,108,B15,U111,1,HU,HU3,HU31,HU311,Oats,Agriculture (excluding fallow land and kitchen gardens)
52182816,Yes,,,,,4,4.48,4.06,4.6,0,13,0.6,23.7,173,C10,U120,1,HU,HU3,HU32,HU323,Broadleaved woodland,FORESTRY
52002838,Yes,,,,,5.5,5.82,9.79,9.2,0,6.2,1.1,112.3,110,B31,U111,1,HU,HU3,HU32,HU323,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
52042834,Yes,,,,,6,6.3,7.43,5.4,1,24.5,0.7,171.2,122,E30,U420,1,HU,HU3,HU32,HU323,Spontaneously re-vegetated surfaces,Semi-natural and natural areas not in use
52402838,Yes,,,,,5.3,5.51,9.89,15.6,1,24,1.9,133.1,122,B31,U111,1,HU,HU3,HU32,HU323,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
52102872,Yes,,,,,7.4,7.61,42.6,19.3,13,31.2,2.3,150.1,105,C10,U120,1,HU,HU3,HU31,HU311,Broadleaved woodland,FORESTRY
52142854,Yes,,,,,7.4,7.76,29.3,19.9,125,36,2.8,293.4,108,B16,U111,1,HU,HU3,HU32,HU323,Maize,Agriculture (excluding fallow land and kitchen gardens)
52182852,Yes,,,,,7,7.38,18.11,11.5,3,5.8,1.5,179.5,116,B16,U111,1,HU,HU3,HU32,HU323,Maize,Agriculture (excluding fallow land and kitchen gardens)
52202866,Yes,,,,,5.3,5.76,8.2,8.1,1,58.3,0.9,198.5,119,E20,U410,1,HU,HU3,HU32,HU323,Grassland without tree/shrub cover,Abandoned areas
52222852,Yes,,,,,4,4.32,10.79,3,1,28.3,0.4,48.9,132,C10,U120,1,HU,HU3,HU32,HU323,Broadleaved woodland,FORESTRY
52242866,Yes,,,,,4,4.44,9,8.1,0,27.9,1,69.4,125,C10,U120,1,HU,HU3,HU32,HU323,Broadleaved woodland,FORESTRY
52262878,Yes,,,,,7.2,7.22,44.4,24.7,4,22.3,2.9,301.4,121,C10,U120,1,HU,HU3,HU32,HU323,Broadleaved woodland,FORESTRY
52082870,Yes,,,,,5.4,5.65,23.7,19.4,0,35.5,2.5,315.3,108,B75,U111,1,HU,HU3,HU32,HU323,Other fruit trees and berries,Agriculture (excluding fallow land and kitchen gardens)
51602692,Yes,,,,,7.6,7.83,14.49,21.8,15,51.7,2.3,636.4,102,B18,U111,1,HU,HU3,HU33,HU332,Triticale,Agriculture (excluding fallow land and kitchen gardens)
49622620,Yes,,,,,6.5,6.51,13.1,9.7,1,40,1.4,161.1,243,B16,U111,1,HU,HU2,HU23,HU231,Maize,Agriculture (excluding fallow land and kitchen gardens)
49922582,Yes,,,,,7.4,7.7,30.1,31.3,53,47.2,3.1,544.4,106,C10,U420,1,HU,HU2,HU23,HU231,Broadleaved woodland,Semi-natural and natural areas not in use
51302638,Yes,,,,,7.6,8.01,22.6,27.4,90,71.6,2.5,1070.1,95,B11,U111,1,HU,HU3,HU33,HU333,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
49802596,Yes,,,,,7.7,8.05,18.46,13.4,146,14.3,1,145.8,279,B11,U111,1,HU,HU2,HU23,HU231,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
51362622,Yes,,,,,7.8,8.74,41.5,15.7,8,26,1.7,327.5,92,F40,U111,1,HU,HU3,HU33,HU333,OTHER BARE SOIL,Agriculture (excluding fallow land and kitchen gardens)
49822572,Yes,,,,,6.9,7.05,9.82,13.8,1,35.9,1.7,227.8,139,B11,U111,1,HU,HU2,HU23,HU231,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
49882592,Yes,,,,,7.6,8,18.75,17.7,115,13.8,1.6,122.3,144,B16,U111,1,HU,HU2,HU23,HU231,Maize,Agriculture (excluding fallow land and kitchen gardens)
51062638,Yes,,,,,7.1,7.35,14.5,19.3,2,34.7,2.1,308.1,91,B16,U111,1,HU,HU3,HU33,HU333,Maize,Agriculture (excluding fallow land and kitchen gardens)
51122656,Yes,,,,,6.5,6.58,9.62,21.6,1,18.2,2.2,403.7,95,B11,U111,1,HU,HU3,HU33,HU333,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
51122668,Yes,,,,,7,7.24,19.98,31.9,11,154.8,3.2,1462.1,93,E20,U111,1,HU,HU3,HU33,HU333,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
51142628,Yes,,,,,6.9,7.07,11.39,19.7,1,37.5,2.3,472.2,85,B31,U111,1,HU,HU3,HU33,HU333,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
51142636,Yes,,,,,6.6,6.72,8.89,15.3,0,67.1,1.8,464.5,87,B11,U111,1,HU,HU3,HU33,HU333,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
51182618,Yes,,,,,7.5,7.77,18.54,20.5,12,21.2,2.5,443.2,88,B13,U111,1,HU,HU3,HU33,HU333,Barley,Agriculture (excluding fallow land and kitchen gardens)
51222660,Yes,,,,,7.6,7.93,15.85,27.6,25,22.2,2.7,544.4,98,B12,U111,1,HU,HU3,HU33,HU333,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
49882564,Yes,,,,,6.1,6.16,12.09,14.3,1,91.5,1.8,281.8,118,B22,U111,1,HU,HU2,HU23,HU231,Sugar beet,Agriculture (excluding fallow land and kitchen gardens)
51022620,Yes,,,,,6.7,6.81,11.15,20.9,2,26.5,2.2,372.1,90,B11,U111,1,HU,HU3,HU33,HU333,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
50902644,Yes,,,,,7.5,7.97,18.02,9.4,26,19.5,1.1,89.6,94,B18,U111,1,HU,HU3,HU33,HU333,Triticale,Agriculture (excluding fallow land and kitchen gardens)
51422638,Yes,,,,,7.6,8.31,34.7,25.9,20,37,2.7,437.4,103,E30,U112,1,HU,HU3,HU33,HU333,Spontaneously re-vegetated surfaces,Fallow land
49462554,Yes,,,,,7.6,8,19.88,16.8,65,5.7,1.6,71.8,104,B33,U111,1,HU,HU2,HU23,HU231,Soya,Agriculture (excluding fallow land and kitchen gardens)
49462572,Yes,,,,,5.9,5.97,9.63,17.4,2,13.2,1.8,106.8,171,C10,U120,1,HU,HU2,HU23,HU231,Broadleaved woodland,FORESTRY
49482568,Yes,,,,,6.2,6.28,15.42,12,1,30.1,1.5,185.8,115,B11,U111,1,HU,HU2,HU23,HU231,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
50682720,Yes,,,,,7.7,8.12,32.7,8.4,3,49.3,1.1,512.6,110,E30,U111,1,HU,HU1,HU12,HU120,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
50982686,Yes,,,,,6.5,6.61,10.77,22.2,2,30.7,2.6,336.8,89,B31,U111,1,HU,HU3,HU32,HU322,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
50642744,Yes,,,,,7.2,7.47,13.41,10.3,72,9.3,1,100.1,109,B13,U111,1,HU,HU1,HU12,HU120,Barley,Agriculture (excluding fallow land and kitchen gardens)
51022656,Yes,,,,,7.6,7.98,19.4,18.6,26,7.7,2.2,492.4,92,B16,U111,1,HU,HU3,HU33,HU333,Maize,Agriculture (excluding fallow land and kitchen gardens)
51022674,Yes,,,,,7,7.24,9.89,15.6,1,26,1.8,233.2,92,B16,U111,1,HU,HU3,HU33,HU333,Maize,Agriculture (excluding fallow land and kitchen gardens)
49742582,Yes,,,,,6.9,7.06,12.36,10.1,0,11.3,1.4,140,176,B16,U111,1,HU,HU2,HU23,HU231,Maize,Agriculture (excluding fallow land and kitchen gardens)
51082662,Yes,,,,,7.6,7.9,16.62,27.6,17,14.3,2.8,505.4,88,B31,U111,1,HU,HU3,HU33,HU333,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
51062628,Yes,,,,,7.5,7.88,27.6,22.3,25,29.4,2.4,374.2,84,B16,U111,1,HU,HU3,HU33,HU333,Maize,Agriculture (excluding fallow land and kitchen gardens)
49342736,Yes,,,,,6.3,6.32,7.47,6.1,3,21.7,0.8,95.2,240,B18,U111,1,HU,HU2,HU21,HU211,Triticale,Agriculture (excluding fallow land and kitchen gardens)
49602580,Yes,,,,,7.5,7.75,20,12.6,9,11.3,1.6,178.6,223,F40,U111,1,HU,HU2,HU23,HU231,OTHER BARE SOIL,Agriculture (excluding fallow land and kitchen gardens)
51042732,Yes,,,,,5.7,5.83,11.19,21.8,1,68.3,2.8,543.4,90,B11,U111,1,HU,HU3,HU32,HU322,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
50642712,Yes,,,,,7.3,7.6,5.97,2.3,1,14.5,0.3,68.2,118,C10,U120,1,HU,HU1,HU12,HU120,Broadleaved woodland,FORESTRY
50622776,Yes,,,,,5.7,5.97,7.41,26.4,0,14.3,2.5,243.6,113,B18,U111,1,HU,HU3,HU32,HU322,Triticale,Agriculture (excluding fallow land and kitchen gardens)
50642752,Yes,,,,,7,7.15,8.32,9.8,39,6.7,0.9,75.4,115,C10,U120,1,HU,HU3,HU32,HU322,Broadleaved woodland,FORESTRY
50642762,Yes,,,,,7.7,8.03,17.37,19,159,17.8,2.3,246,101,B32,U111,1,HU,HU3,HU32,HU322,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
50882746,Yes,,,,,7.5,7.87,13.73,25.2,5,47.5,2.6,913.4,93,B22,U111,1,HU,HU3,HU32,HU322,Sugar beet,Agriculture (excluding fallow land and kitchen gardens)
50922712,Yes,,,,,6.8,6.94,13,25,1,34.6,2.7,565.9,91,B31,U111,1,HU,HU3,HU32,HU322,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
50522764,Yes,,,,,6.3,6.43,7.46,11.5,1,18.5,1.4,185.4,119,B52,U111,1,HU,HU3,HU32,HU322,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
51022728,Yes,,,,,6.6,6.73,20.2,16.2,0,36.6,1.9,612.8,97,F40,U112,1,HU,HU3,HU32,HU322,OTHER BARE SOIL,Fallow land
51402742,Yes,,,,,6.4,6.9,26.4,18.9,0,26.9,2,320.1,92,B13,U111,1,HU,HU3,HU32,HU322,Barley,Agriculture (excluding fallow land and kitchen gardens)
51082720,Yes,,,,,7.4,7.6,20.5,31.2,3,45,3.2,1324.9,97,B16,U111,1,HU,HU3,HU32,HU322,Maize,Agriculture (excluding fallow land and kitchen gardens)
51142736,Yes,,,,,5.6,5.72,15.61,17.7,0,77.9,2.3,362.6,96,B16,U111,1,HU,HU3,HU32,HU322,Maize,Agriculture (excluding fallow land and kitchen gardens)
51142754,Yes,,,,,7.4,7.77,14.98,18.4,26,10.8,1.8,267.7,97,B13,U111,1,HU,HU3,HU32,HU322,Barley,Agriculture (excluding fallow land and kitchen gardens)
51342740,Yes,,,,,6.9,6.93,14.72,21.3,0,15,2.2,432,94,B11,U111,1,HU,HU3,HU32,HU322,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
51382746,Yes,,,,,6,6.26,7.94,22.8,0,20.2,2.4,239.8,95,B11,U111,1,HU,HU3,HU32,HU322,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
50582704,Yes,,,,,6.7,6.81,6.11,2.6,0,14.1,0.3,90.3,145,C10,U120,1,HU,HU1,HU12,HU120,Broadleaved woodland,FORESTRY
50962748,Yes,,,,,7.4,7.71,13.8,16.7,17,35.1,1.8,477.9,93,E30,U112,1,HU,HU3,HU32,HU322,Spontaneously re-vegetated surfaces,Fallow land
49642738,Yes,,,,,7,7.18,22.3,38.8,3,47.6,4.3,431.8,161,E20,U420,1,HU,HU2,HU21,HU211,Grassland without tree/shrub cover,Semi-natural and natural areas not in use
50882638,Yes,,,,,8.3,9.98,24.1,3.7,134,0,0.3,54.4,99,E20,U111,1,HU,HU3,HU33,HU333,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
49422720,Yes,,,,,5.1,5.37,7.73,24,1,17.6,2.3,158.1,212,C10,U120,1,HU,HU2,HU21,HU211,Broadleaved woodland,FORESTRY
49442722,Yes,,,,,7.3,7.59,12.49,9.9,6,11.3,1.1,94.9,166,B31,U111,1,HU,HU2,HU21,HU211,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
49502704,Yes,,,,,7.6,7.93,15.62,21.1,17,13.9,2.4,138.3,200,B16,U111,1,HU,HU2,HU21,HU211,Maize,Agriculture (excluding fallow land and kitchen gardens)
49502732,Yes,,,,,5.4,5.49,15.48,81.8,2,20.4,6.6,108.4,334,C10,U120,1,HU,HU2,HU21,HU211,Broadleaved woodland,FORESTRY
49542746,Yes,,,,,5.2,5.29,11.55,23.7,0,11.3,2.3,108.2,282,C10,U120,1,HU,HU2,HU21,HU212,Broadleaved woodland,FORESTRY
50582764,Yes,,,,,6.1,6.33,5.4,20.6,0,19.6,2,162,118,B52,U111,1,HU,HU3,HU32,HU322,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
49642720,Yes,,,,,7.6,8.03,18.7,13.8,59,12.4,1.5,139.4,158,B16,U111,1,HU,HU2,HU21,HU211,Maize,Agriculture (excluding fallow land and kitchen gardens)
50642734,Yes,,,,,7.7,8.12,17.53,26.6,96,20.4,2.5,357.9,100,B16,U111,1,HU,HU1,HU12,HU120,Maize,Agriculture (excluding fallow land and kitchen gardens)
49782732,Yes,,,,,7.6,8,15.47,17.6,26,15.6,1.8,171.8,200,B18,U111,1,HU,HU2,HU21,HU211,Triticale,Agriculture (excluding fallow land and kitchen gardens)
49822698,Yes,,,,,7.6,8,16.8,15.8,21,32.3,1.7,234.1,130,B16,U111,1,HU,HU2,HU21,HU211,Maize,Agriculture (excluding fallow land and kitchen gardens)
49842726,Yes,,,,,7.6,7.98,14.2,24.4,18,18.4,2.7,142.1,149,B15,U111,1,HU,HU2,HU21,HU211,Oats,Agriculture (excluding fallow land and kitchen gardens)
49862710,Yes,,,,,7.6,7.94,24.2,30.6,37,19.9,3.2,188.7,111,B16,U111,1,HU,HU2,HU21,HU211,Maize,Agriculture (excluding fallow land and kitchen gardens)
49882700,Yes,,,,,7.7,8.1,13.97,24.2,42,7.7,2.2,140.4,143,B11,U111,1,HU,HU2,HU21,HU211,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
49922748,Yes,,,,,7.4,7.61,15.34,26.5,7,6.3,2.6,211.8,23,E20,U111,1,HU,HU1,HU12,HU120,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
49602720,Yes,,,,,7.7,8.07,17.29,13.4,107,7.9,1.5,117.5,162,B31,U111,1,HU,HU2,HU21,HU211,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
51482728,Yes,,,,,6.5,6.73,14.16,16.6,1,27.8,1.8,319.1,95,B19,U111,1,HU,HU3,HU33,HU332,Other cereals,Agriculture (excluding fallow land and kitchen gardens)
48982640,Yes,,,,,5.4,5.53,11.22,5.6,0,33.8,0.7,64.2,139,E30,U112,1,HU,HU2,HU23,HU232,Spontaneously re-vegetated surfaces,Fallow land
51342722,Yes,,,,,7.5,7.77,12.83,15.8,4,39.6,1.8,447.4,96,B16,U111,1,HU,HU3,HU32,HU322,Maize,Agriculture (excluding fallow land and kitchen gardens)
51482704,Yes,,,,,7.4,7.79,19.42,24.7,23,54,2.7,765.6,94,E20,U111,1,HU,HU3,HU33,HU332,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
51382692,Yes,,,,,7.7,7.96,17.92,25.3,21,17.6,2.7,300,96,F40,U111,1,HU,HU3,HU33,HU332,OTHER BARE SOIL,Agriculture (excluding fallow land and kitchen gardens)
51402678,Yes,,,,,7.7,8.07,14.05,18.8,127,13.5,2.8,288,98,B41,U111,1,HU,HU3,HU33,HU332,Dry pulses,Agriculture (excluding fallow land and kitchen gardens)
51422674,Yes,,,,,7,7.05,11.72,17.9,2,10.6,1.9,183.3,100,B16,U111,1,HU,HU3,HU33,HU332,Maize,Agriculture (excluding fallow land and kitchen gardens)
51282676,Yes,,,,,7.7,7.94,26.2,20.2,39,29.6,2.4,463.2,94,B52,U111,1,HU,HU3,HU33,HU332,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
51442720,Yes,,,,,5.3,6.01,10.94,24.9,1,15.2,2.6,114.2,99,E20,U111,1,HU,HU3,HU33,HU332,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
51262716,Yes,,,,,7.4,7.56,21.2,21,3,104.2,2.3,552.4,94,B31,U111,1,HU,HU3,HU32,HU322,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
50782712,Yes,,,,,6.6,6.69,14,6.1,0,15.3,0.6,78.5,98,C10,U120,1,HU,HU1,HU12,HU120,Broadleaved woodland,FORESTRY
50822716,Yes,,,,,7.2,8.16,54.6,27,5,14.2,2.8,148.1,93,E20,U111,1,HU,HU1,HU12,HU120,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
49342622,Yes,,,,,6.4,6.36,51.1,29.2,2,17,3.4,215.1,153,C10,U120,1,HU,HU2,HU23,HU232,Broadleaved woodland,FORESTRY
49282626,Yes,,,,,7.6,7.89,19.18,12.1,17,63.1,1.5,285.8,172,B11,U111,1,HU,HU2,HU23,HU232,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
49242634,Yes,,,,,7.6,7.93,13.83,9.2,8,18.6,1.4,115.1,211,B19,U111,1,HU,HU2,HU23,HU232,Other cereals,Agriculture (excluding fallow land and kitchen gardens)
50902630,Yes,,,,,7.3,7.85,8.36,6.2,6,5.1,0.8,40.8,92,B13,U111,1,HU,HU3,HU33,HU333,Barley,Agriculture (excluding fallow land and kitchen gardens)
51422722,Yes,,,,,7.1,7.59,19.4,20,1,10.6,2,217.2,98,E20,U111,1,HU,HU3,HU32,HU322,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
49382622,Yes,,,,,7.4,7.7,18.16,36.5,93,10.2,3.2,124.2,134,C10,U120,1,HU,HU2,HU23,HU233,Broadleaved woodland,FORESTRY
51602704,Yes,,,,,7.2,7.39,12.69,19.2,2,120.7,2.3,527.7,98,B31,U111,1,HU,HU3,HU33,HU332,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
51682690,Yes,,,,,7.4,7.63,13.03,15.8,10,29.9,1.8,236.6,91,B18,U111,1,HU,HU3,HU33,HU332,Triticale,Agriculture (excluding fallow land and kitchen gardens)
51682726,Yes,,,,,6.5,6.83,13.38,30.5,0,21.8,3,99.4,99,E20,U111,1,HU,HU3,HU33,HU332,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
51722712,Yes,,,,,7.3,7.35,27.5,24.7,21,66.6,2.7,451.1,95,C10,U120,1,HU,HU3,HU33,HU332,Broadleaved woodland,FORESTRY
51762706,Yes,,,,,6.2,6.3,7.75,29,1,61,3,651.6,93,E20,U111,1,HU,HU3,HU33,HU332,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
