POINTID,predict
46962676,3.5618745904162115
46962682,3.0175228888678562
46982696,3.5142012065121833
47042684,3.407968670980932
47042738,3.585620403693089
47062718,3.347992778855184
47082664,3.1226889511386693
47082720,3.8761847395672167
47122662,3.026898843191292
47122698,3.0922151758691903
47122706,3.4704389963991877
47122726,3.742760212015766
47162666,3.991246511961881
47182690,3.6835735904719016
47202670,3.9672537397584096
47202740,3.244389570751655
47222654,3.2466033412071047
47222676,3.4619647412752266
47242638,3.7223214967307316
47242740,2.9575639050712477
47262634,3.3271759597855564
47282676,3.407640888859654
47302694,3.63547822346343
47302738,3.0865079259659858
47322694,2.740981368349625
47322744,3.5512097839180337
47342710,3.711283302439731
47362636,3.483212153185919
47382700,3.8830317656405913
47402702,3.3997625419469872
47402716,3.1394387765876437
47422704,3.435081511458598
47442660,4.295645689446022
47442674,3.7047172007852174
47442702,4.0225269687618015
47462636,3.928979305861475
47462692,4.145888612403825
47462712,3.5392776707048417
47462736,3.5869385021932594
47462746,3.0259397712017146
47482734,3.748774476042386
47482742,3.380489928703501
47502700,3.7636232516678323
47522704,3.828718969259498
47522710,3.2053611142208043
47522738,4.13865217608126
47542736,3.286053685268318
47562650,4.114735609910621
47562664,3.9146491234496774
47562696,3.733593619680203
47562706,3.2084958465847357
47562710,3.0930597146648173
47562732,3.347649979751613
47582644,3.946267012313388
47582730,3.650499906979558
47622700,3.6345585583345894
47622718,3.775306958199958
47642668,3.7604805166830153
47642682,3.882894843310896
47642704,3.695198459569159
47642728,3.0597869912113413
47662652,3.961121647493951
47662698,3.8619036274079637
47682646,3.9555716306362316
47682690,3.4161340392170176
47702678,3.8342843225823557
47702714,3.6199834100684463
47702722,3.204432415810029
47722698,3.4795100679898368
47742642,4.114648318535209
47742660,3.552385540546335
47742674,3.476877488443729
47742710,3.5981453280920284
47742728,3.2946243725190083
47762666,4.219284421289016
47782686,3.8705547294060327
47802696,3.5317254906894133
47842680,4.140186236249337
47842688,3.752067441094821
27182008,3.918072646500159
27361846,3.978628827877466
27461842,4.299396621569465
27842206,3.735963319503444
28322234,3.91509156786458
28382160,3.8691536086387948
28502212,3.5755569329928676
28661894,4.06956730822581
28722000,4.312549933095118
45542782,3.5085308003005378
45542800,3.9070087993103435
45602780,3.193901940233266
45642800,4.000004338913471
45682752,3.5023335590793505
45682788,3.2486843438470894
45702780,3.2721585413871144
45722786,3.604614643079779
45742754,3.2150652290781623
45762794,4.062885631137095
45782760,3.77136723538473
45822828,3.718966466363642
45822832,4.000267461712987
45842754,3.700714570259317
45842800,4.043651996066454
45842808,3.9816981745862816
45902738,3.7768701229404904
45902768,3.3397156723943415
45922802,3.528285597887903
45962734,3.346252288983824
45962820,3.5437902178358764
45982782,3.285492157495378
46002792,3.2414842422739456
46042842,4.1749563197582
46082830,3.6443656487976126
46102852,3.364551259424223
46142788,3.988768856265243
46182828,3.754779724749274
46202782,3.937752883273476
46202812,4.052544463932907
46222770,4.041181507201391
46222796,3.642281265795668
46242762,3.0624505746434507
46262776,3.950633565449835
46262786,3.002774935991584
46322834,4.056600128119545
46342786,4.083490665510619
46382834,3.9054148838377856
46422762,3.120876131362199
46462834,3.977470392739965
46482830,3.917352147465392
46502766,3.251892715453455
46522836,3.4417209924145173
46562812,3.7672134304744107
46582774,3.6577791782675937
46602762,2.9956869689324854
46642772,3.4478279050081384
46642802,3.280478418468916
46682824,2.862564565285892
46742758,3.669222397180635
46822808,3.0978978391087493
46902810,3.6101779821779028
45102682,3.9525113179223577
45102684,3.566060462215445
45102688,3.8932141378250846
45122688,3.6303954411964705
45182728,3.2071000527174807
45222700,3.3216580706358085
45242698,3.2600086920624323
45242722,3.866936033598544
45282706,3.3766421166554066
45342706,3.941829565219325
45402772,3.6698925367885264
45442740,3.308619080238415
45442766,3.1612625458592936
45462760,3.8678669523172204
45462768,3.6823709629427896
45482700,3.170752176732116
45482768,3.7371138643212043
45502692,3.7788416945070264
45502702,4.253669777585028
45522750,3.4704798200636606
45542694,3.4665533936299693
45562730,3.721999519698186
45562732,3.1829513908801266
45582678,3.281157745939998
45582696,3.729412831791397
45602672,3.140121149985138
45602698,3.256996220373421
45602738,3.2119911482861943
45622768,2.8260224297025105
45642688,3.2814932079576056
45642724,3.5153493873764847
45642750,3.606197508305918
45662730,3.6623435844053094
45782694,3.4677553680522215
45802718,3.329643576683254
45842740,3.439191845379772
45882676,3.4026601497111457
45922694,3.784242778237132
46082678,2.8907466562846236
46122668,3.175288738682303
46122678,3.176650367706281
43482670,3.237788026779039
43562686,3.719060476963578
43662688,3.212519856708513
43702704,3.414404350600299
43782660,3.342416029258205
43782700,3.446585740129251
43802684,3.9670180214250035
43802702,3.608376870738021
43862700,3.512850490814841
43902682,3.792837952159287
43962686,3.5622345387395917
44042690,3.45855337418648
44082690,3.4563992752658494
44102696,3.7595996659267317
44142686,3.637769805390727
44222668,3.845066023674586
44282656,4.034031021211577
44302680,3.4389483872888422
44302682,3.8407616210688684
44382670,3.9550765297620925
44382684,3.606934257808968
44382686,3.480442529266195
44402664,3.6201626283608084
44502714,3.734699322363588
44562702,3.5707545113939734
44582712,3.40002359318714
44622708,3.530677060164397
44662698,3.2035136158527586
44782720,3.5277788300823962
44822704,3.4112056834844693
44862710,4.048492237479374
44862714,3.5292893401114247
44862732,3.6798683786647484
44882726,3.8444483343788827
44922728,3.5707222857018155
44962698,3.577156433494847
45002638,3.4414874288327724
45102712,3.5172170556825595
45182714,3.388516996380685
45202708,3.407173800437187
45242636,3.2162128527862652
45362638,3.9310467993863067
42882682,3.5281320090512907
42942690,3.788004974117437
42982676,3.6930243824758557
43002704,3.5341410196206073
43122702,3.6513304478229944
43122714,3.6971604095482675
43162706,3.942826887010551
43202710,3.4343980973255666
43322692,3.111382176656059
43362694,3.482014979540672
39303122,3.4478068760833445
39443132,3.8255751923050916
39443158,3.7568161298918663
39543124,3.8885636479323056
39543150,3.6369970218161156
39623132,3.491242005004238
39683136,3.608661926348238
39743134,3.903930785230992
39743148,3.766025789947754
39783128,3.8871520086011944
39803126,3.7435362205490765
39843144,3.9807085203242085
39883092,4.199885225688817
39883120,4.280900888503716
39903096,3.489228643978312
39943122,3.388644368218853
39963136,3.9767173312281847
40003082,3.6609202605981603
40083088,4.254079771445053
40163108,3.6410981183548197
40163114,3.082827054352032
38583130,3.497231266288949
38663098,3.4729139595190266
38683122,4.3723488698298105
38703124,4.2281351130902
38743106,4.203054090790456
38743146,4.1998447707550595
38763094,3.9416940635543285
38803102,4.005836525818907
38803134,4.301263093035665
38883110,3.987407288439823
38883118,4.079306274552552
38903114,3.997826591546177
38943130,4.14846956815307
38983092,4.255728666437062
38983116,4.011421654373406
39063124,3.8840374107599014
39123144,3.7177364810856375
39023088,4.155962094239741
39083090,4.077352684021661
39123108,4.0922144538723595
39183118,3.688788700188916
39203112,3.9426292653482307
39263086,3.6302657998565016
39303086,3.5030633287383717
39423106,3.9510678602322185
39563098,4.2985087699546884
39563112,3.9974778932127015
39623104,3.64872532035803
39703092,3.9790382750942985
39743088,4.433427818784586
39743098,3.6263067575845067
39803096,3.258004201562838
38043130,3.9311215881399026
38083120,4.01552553881857
38083128,3.6802171018912975
38103106,3.710439813420818
38143104,4.140886992792809
38183132,3.3453366212741873
38203100,4.0827871020054785
38203142,3.368054823779131
38223144,3.510338768268811
38263134,4.036716739349234
38383124,4.129459973100575
38403112,3.7214314669640496
38443098,3.701672241679804
38463096,4.233074229963155
38463106,4.172845621059356
38483116,4.005724340037158
38483134,3.4264869728095517
38523118,3.5628126718502817
38523136,4.125940174845903
38543096,4.053072852121669
38543122,3.9815789723853396
39123076,3.780502763857835
39223078,3.7572258379036345
39583078,4.050909913529114
39603074,4.336338770773918
38283100,4.377056718669544
38563082,4.314919448994757
38583072,3.4933248944290143
38583090,4.131710162954995
38603088,4.142516845391861
38723078,3.7840622327737794
38843066,4.174074572539747
38863068,4.461862632092187
38943054,4.305875392696281
39003046,4.138990637152981
39063046,4.470768428452944
39083042,3.820077878570628
39263060,3.8899420949563264
39283056,3.69702176335151
39303054,3.7764079904180994
39763078,4.024528493150161
39783064,3.9621272370630787
39883048,3.4934231406475833
39943050,4.285386119910324
40103044,3.6150170356215674
40203058,3.374165461809893
40243026,3.3407259102285356
40363052,3.385477996478796
40383036,3.7800647019728166
40423056,3.2980570468575574
40603038,3.5776101635826922
39622978,3.1332099933291264
39663000,3.598034442721114
39702984,3.4866229463222402
39862992,3.14088416549486
40043010,3.7040171439723983
40062984,3.7293759640847464
40082970,3.581126662454136
40163006,4.114608752424343
40203018,3.3470523223211095
39303032,4.016073845315612
39363034,3.612067136996726
39383058,4.368967802545851
39443068,3.8234355670471447
39483040,4.076374602305936
39483050,3.7257170717667343
39523026,4.1548049003656455
39523056,3.942096191312135
39583032,3.9958043733774677
39602980,3.1936290707525545
39642992,3.5444757233043527
39663018,4.142488561998508
39663058,3.612722910886307
39663068,4.416499612661481
39743040,3.9057940078120605
39803036,4.002752244503924
39823034,3.9100284816509188
53162396,3.827111606966527
53182398,4.0496189209768865
53242382,4.055344326664181
53302384,3.7760751789123086
53322372,3.875739942565723
53322422,4.2045205316335545
53342392,3.7574596066448187
53422396,3.9369799430059205
53442394,4.175040213028663
53462362,3.793110077573742
53462368,3.265169797601237
53482366,3.619300545079118
53482384,4.3119721862548595
53482412,3.581117411097996
53502416,4.15576332681662
53542386,3.5153735878768906
53622366,3.342402440344137
53662376,4.106093763071043
53662388,4.043061749300351
53702348,4.057792387134711
53702356,3.653017918817345
53782342,3.6128428910483747
53782364,3.977226463206304
53782378,3.803724696634356
53802330,3.448002632930089
53802340,3.561779613245782
53802366,4.008994766757808
53822386,3.9343339332233755
53842348,3.39234298069514
53882320,3.8499565029708007
53902362,4.15109967397387
53922390,3.5610189607135285
53942332,4.318615152602832
53942344,4.167530179813069
53942368,3.6171451954562515
53982330,3.698375337907158
54002332,3.979531506693587
54002350,4.332472392184806
54062392,3.5429158158590255
54082368,3.7050044778466065
54122350,4.433812554985361
54122394,3.923776093345879
54142364,3.9185275350741637
54222336,3.870261562166004
54262380,4.364095547600625
54322346,3.8906020101953462
54322396,3.5538334993033556
54402326,3.8044676980884335
54402350,4.270030202779894
54422324,4.264923100702134
54422352,3.716582312277972
54442340,4.047799740274646
54462372,3.980719577795084
54482326,3.6155360623355155
54482368,4.094195755711496
54542344,3.1635584399985213
54582368,3.9467682005431737
54642318,3.8479276238745856
54642324,2.9901984392396153
54642354,3.932182988490791
54662326,3.8820313895136533
54662362,4.061586999223677
54662380,3.7485476413935483
54662386,3.6817022440455967
54722380,3.3618282266468418
54722390,3.6270394393432985
54782320,3.5505275919603023
54782356,4.287336155033285
54782370,3.903569546739944
54782392,4.064331686406431
54782396,3.8375189701609607
54802332,3.7962217978776542
54822324,4.201061846703571
54842358,3.9043052834219116
54862378,3.621254756315512
54882406,3.7681386339431575
54902344,3.7898878530086066
54902386,3.6042280524241237
54902398,3.9818274137090124
54922334,4.421144480295959
55002378,3.810931306423858
55062358,4.2047588694423075
55102340,3.6716121714812897
55102384,3.8451705967610565
55142320,3.4457739839159696
55142348,3.7883717901579486
55162404,3.801111647691729
55182336,3.450817763657195
55182378,3.8979889156910317
55182408,3.4421300676171698
55202358,3.82912115168588
55242334,3.8489777562892495
55262344,3.6974464627021755
55262350,3.3175837748685586
55282384,3.260967970382226
55282406,4.129620777465847
55302354,3.7196121635439745
55322388,3.614462853363743
55362364,3.8093234977276866
55362396,3.7379007615367996
55342340,4.009906598490008
55362346,4.071173030297686
55382340,3.792927403532201
55402328,3.53218901828566
55462330,3.729912349183199
55462394,3.565526088325328
55482336,3.996427801318968
55482404,3.600061169969932
55542396,3.8252368359448616
55562326,3.312386360666399
55562340,3.9812185825719335
55562362,3.977147039852434
55562404,3.541805665565984
55602316,3.752485939167807
55622354,3.8149281300467766
55622372,4.327965763216646
55662404,3.926036925753433
55682392,3.973295617266696
55702376,3.2783226611690566
55742340,4.094103320814757
55742358,3.9755761939672514
55802318,3.4137407119374035
55802362,4.222796103630069
55802390,3.9335199994109784
55822352,4.022281881966872
55842354,4.07566088845125
55842368,4.162111183461722
55862392,4.039468437146295
55882404,4.216770453180272
55902364,3.430805128972695
55902382,4.1032829456527455
55902396,3.659715472464623
55902418,3.517712077109661
55922326,3.8340862363031616
55962348,3.898766149852371
55962430,3.7442545622190813
56022416,3.2421047302653996
56042338,3.9915462413146945
56042438,4.2705297426863185
56082364,4.122411779670626
56082378,3.6756768725588076
56082450,4.0135195197594475
56102380,3.0670821776628108
56102412,4.258314089150902
56182448,3.517992707402958
56202458,4.005419684659545
56222438,4.045906935021119
56262342,3.7197414115899297
56282430,4.2567120532910065
56302418,4.100916653646465
56302450,4.237680629459491
56362466,3.9699812489585433
56382434,4.305836425365104
56382452,4.1229448749501225
56482464,4.303234616004356
56502420,4.192090976511094
56502438,3.815906406011091
56502448,3.996202978595612
56562458,3.552040762479193
56582460,3.841593216585676
56622418,2.9302655919534892
56642422,4.185171784792023
56642452,3.5887222905099527
56662410,3.7049333991247986
56662432,3.6952083669074893
56682466,4.084739077442281
56702444,3.8580053764833124
56742462,3.8468979979157565
56742470,3.7526183831150832
56782440,4.099244271167473
56802486,3.852921061241288
56842490,3.808289585843608
56962458,4.051595766479615
57022486,3.9901810637090294
57102470,3.860623791528492
57182484,3.6957186008373797
57262478,3.637813561737304
56142406,4.088539545772248
56162386,3.516998267789787
56182394,3.9149150441102676
56202386,3.2815018153473874
56202408,3.0667063925615423
56282362,3.8536149080000897
56322370,3.5052581743820954
56322406,3.424812333103116
56382390,3.917331650512224
56462394,3.156338397463705
56462398,3.6669751588754353
56482382,3.6844881049764817
56502370,4.165799950729949
56522380,3.877502149877049
56562372,3.443598664085564
56602362,3.8095829944832147
56662360,4.118065332395442
56702354,3.462513274331754
56702372,3.9372055458030646
56782386,3.8047909765276597
56802414,3.8812272531125487
56822398,3.691441925530027
56822416,3.8243227715381187
56822422,4.18634871053758
56842364,3.9234085062997046
56862420,3.960854127634962
56862438,4.090260467021735
56922404,3.449449764094416
56922416,3.8309724963648466
57002452,3.7485116585372906
57022414,3.8119965965170954
57022450,3.865563432645117
57042376,3.683664717070248
57062390,3.837559350078638
57062416,3.5979914930399888
57082394,3.4479850977450717
57082430,3.8341878478250835
57102368,4.204032426133069
57102386,4.126641427706281
57122392,3.333915165889588
57122438,3.91051333680883
57142440,3.821710994333481
57182422,3.9863141196483447
57182452,3.631694833114642
57222448,3.831455079591081
57282386,3.6312480467983
57282404,3.6761380790384925
57282426,3.700699220087328
57322470,3.8605522577246876
57342364,3.3891094606135495
57342408,3.8921025881783247
57362448,3.8754779278194915
57382392,3.8930332247532613
57382428,3.7867295368026963
57382436,3.692629135010201
57382482,3.8800440428859
57422462,3.815825356097829
57442366,4.005255147753398
57442466,3.7334160306945545
57462386,3.57691992491981
57462398,2.9392699320934508
57462416,3.556113662587639
57462440,3.6894652081153163
57482424,4.043783995398281
57522444,3.9452748536959334
57542394,4.136429951252807
57542404,4.064799210954026
57542430,4.161515394250827
57642434,3.9138796519073815
57662420,3.962608073228626
57662474,4.330094128205843
57682458,3.893972920850344
57722448,4.072501775260863
57722452,3.7749590738758756
57742428,3.651854965677915
57762456,2.9846373677852127
57802466,3.8479950526764917
57822440,3.515481939050172
57842460,3.7804423308840907
57842474,3.550480024510012
55602298,3.516254612643888
55682262,3.8297228233494764
55682266,3.751172087990111
55722274,3.5219220124147865
55722292,3.7905412066724016
55742250,3.9798536962784485
55742290,3.867247634045079
55862266,3.50220754268068
55902264,3.683703993036254
55922296,3.9350790537416027
56002258,3.613383049014148
56002286,3.983961668270945
56042258,3.9547311907372857
56082288,3.9543655753450633
56102260,3.7074570891757057
56142258,3.5564224575081056
56142276,3.9731617206790926
56162290,3.819266528395575
56202314,3.644040714004982
56282268,4.351378891582684
56302302,4.34271535512643
56322276,4.001286600487126
56402320,3.3604545465277362
56422290,3.9731655002183266
56442264,3.6235697045781956
56462260,3.9937360659217562
56482284,3.762913359691549
56482306,3.945586099104672
56562290,3.9013875593431178
56562344,3.7992568880283732
56642296,3.8898792644685827
56662338,3.5075991383096685
56682268,3.751282927833809
56722276,3.8867285370360847
56742272,4.014864220326219
56782268,3.8792317086687076
56802310,3.6012316093748518
56802342,3.1650474536111854
56842256,4.089431342854256
56842292,3.360204488553471
56842320,4.309399739551525
56862298,3.9679194547848713
56862330,3.611672051743072
56902250,3.2881400653011967
56902276,3.417161631796347
56922264,4.062041025402279
56942334,4.414749527484989
56962314,4.290369985228232
57022266,3.389132408263716
57022320,3.986103436582784
57062336,3.516383240604453
57102282,3.8412222716429794
57122302,4.004185014139452
57122330,4.110929978079076
57122348,2.9592705814509284
57142286,4.2887696029498255
57162300,4.112182965074357
57162364,3.9621221987754205
57242282,3.842205197646486
57242300,4.313327259168248
57262276,4.191490431297822
57302330,3.6358050421523807
57322286,3.929246842016136
57362326,3.8847717204547663
57422350,3.669460721575491
57442294,3.9732232370888827
57442340,3.953242358300219
57482360,3.8552392899393775
57522354,3.4792033168478014
57542296,4.116224504977704
57542308,4.041382835283674
57702274,3.7436336324392308
29042168,3.0873890157290527
53402272,3.811610864538532
53442258,3.6547172802128256
53462246,3.8372872834397107
53462264,3.7209099343032035
53482214,3.802569802641956
53482276,4.197991036735282
53502218,4.111674269879156
53522226,3.364139369129619
53562216,3.767243251944416
53582236,2.836709056376393
53582250,3.845139308382531
53602270,3.5358992417082082
53702212,3.5700987900538914
53702216,3.2154494659269126
53702240,3.412983969827188
53702262,3.4688984794662843
53702276,4.075537613293376
53722304,3.049212965993928
53742220,3.7108122195811397
53742228,3.4008979282139533
53742300,3.745810160069806
53742306,2.9460874325944424
53742310,3.2152184509776456
53762196,3.836478918622055
53762206,3.4861604762270226
53782270,3.7362192103730765
53802244,3.7652770403324425
53802286,3.969195128005922
53822218,3.5565759031109154
53822252,3.3267669218219074
53822288,3.7203861843527246
53842226,4.104090562803377
53842316,3.576391478741449
53862218,3.954663537058119
53862246,3.8306703883110376
53882194,3.5621726683593846
53882222,3.6635559618421913
53882230,3.9449651360101243
53882234,4.1730199582484016
53882276,4.166719354040436
53882284,4.076844441069868
53882288,3.1485909003033328
53902178,3.795302158223195
53902242,3.551735271895444
53902268,4.109926122286545
53922288,3.1712851752818505
53942254,3.1726439978237324
53962180,3.465099080303363
53962194,3.7962040605062013
53962198,4.029851030689062
53982204,4.38363483742891
53982258,3.943426213183372
54022244,4.1898463326042785
54022258,3.4289587249359883
54022304,3.9344160737923173
54022312,3.5324157232150775
54042174,3.739937224334059
54062198,3.6721813357214006
54062230,3.481151257792909
54062288,3.4571351518623095
54102148,3.590605012365829
54102180,3.5542774174806997
54102198,4.023140987511251
54102246,3.648075483619368
54102324,3.2916691093661785
54122308,3.468333294392498
54122326,3.5658383218531773
54142176,3.903066557462847
54142248,3.859186713550039
54162172,3.849657835469062
54162190,3.659461988108797
54182138,3.775458531729427
54182272,3.6614572842109436
54202132,4.164588995740123
54202178,3.926667083757665
54222134,3.719409257455692
54222236,3.602712619735083
54222278,4.198407136635071
54282144,4.2604378261145746
54282238,4.208076029165915
54282252,4.138182333233173
54302142,4.403398845673851
54322284,3.111998759938249
54342240,3.759917938978188
54362138,4.195393277654739
54382196,4.049767527492359
54382232,3.676701378037857
54402264,3.8683701787347724
54402308,4.228756199683418
54422140,3.456545476672188
54422204,3.597656663669799
54422320,3.190238983614793
54442182,4.348957256000978
54462180,3.6653481344525844
54482172,3.439420077453605
54482304,3.53990700931007
54502194,3.8191875382261253
54502242,3.4086724150159484
54502256,4.056860758916118
54502274,4.0002081293072695
54522214,3.695933085449485
54542164,3.6595311808224364
54542254,4.39854113134276
54582260,3.4623891682689996
54602194,3.5989969546312013
54602208,3.643968506234981
54642162,4.117506620841963
54642274,3.3423244068901212
54662170,3.6055996066951264
54722156,4.060365805005654
54762164,3.8817291345609743
54842164,3.741683341373587
54862162,3.7541228940281326
54862288,3.884491032699787
54882154,3.4911635942762924
54902170,3.4440648244551784
54922280,3.6563911382091985
54982278,3.8158537531979695
54642202,3.460282831921478
54682234,3.5662036526947993
54702186,3.7150605366463387
54742186,3.303539311624501
54742240,3.548554714805284
54782212,3.5967158884090438
54782226,3.6005191405576444
54822180,3.890569942486475
54822210,4.357299655746272
54862180,3.7306521440923404
54862248,4.021022466302752
54882204,3.5192802388240696
54882244,4.1049457190386285
54922204,3.8785193177114663
54922222,3.2033964396202874
54942200,3.5272543656252897
54942224,3.778666877933159
54942254,4.14088147196958
54962180,3.3267014503295265
54962244,3.204646671752407
54982206,3.4392234565420368
55002216,3.6395788166477625
55022182,3.7696553910159203
55062172,3.711698140365879
55062178,3.8351315600347053
55062222,3.9879999557207584
55062268,3.762435297790345
55082224,3.1279679467750823
55082228,2.9002613631533736
55082254,4.236047335651515
55102172,4.077722126895118
55102178,3.4044235795616262
55102204,3.554663440830056
55102294,3.893102027071548
55142186,3.874680612347701
55162242,4.219575054389019
55182166,3.4467602659380643
55182202,3.567090854834698
55182252,3.871395407033278
55202268,4.3217327152095075
55222230,4.018892010770771
55262182,3.5394682776028112
55262206,3.638716133597628
55282244,3.9689070829518984
55282262,4.3025231829963415
55302200,3.783139934177075
55302218,3.5110591072793156
55302228,4.162590472322733
55302246,4.096262300641788
55322204,3.273700011310223
55342278,3.875646615222677
55362162,3.5158151124622075
55362180,4.247347844397752
55362256,3.8365133836891774
55362288,3.9811150269209246
55382214,3.569959893585918
55402158,3.5862662999655246
55402176,3.5953270489143394
55402180,3.5046521428202495
55402194,3.3611784596368026
55402270,3.368195348085866
55442174,3.529409427136804
55442260,3.9703746436301355
55462186,3.0002571526098283
55462240,4.22776449557731
55482170,3.5448341653800925
55482182,4.1747198697937025
55502248,4.165094385116441
55562268,4.152325651161163
55582216,3.861000029199774
55582248,4.047558078559379
55602208,3.722326538807156
55622188,3.7422943536728743
55622224,3.9324331672833597
55622242,3.784883509079536
55642214,4.077051096180116
55662170,3.1392378238438363
55662224,3.874435210507323
55702170,4.129381003169699
55802164,4.365000863441433
55802236,3.366797875799338
55822214,3.542958249662402
55842206,3.8672779734128384
55862240,4.315511259608545
55882170,3.724404373546623
55882224,3.7321899601891464
55922152,3.51107202501901
55942212,3.9381826425687447
55962204,3.7048717815975936
55962232,3.696409402108203
55982192,3.941594134143993
56022164,3.8032273714986795
56022210,4.130001376927003
56022218,3.7785286522428008
